old_name,new_name
IMG_20260220_235920_jpg.rf.be9f3b5b4881325b79fc338cfc2382d3.jpg,garpu_aug_0051.jpg
IMG_20260220_235926_jpg.rf.4c1e866008db46c05c31b86b6f5da80d.jpg,garpu_aug_0052.jpg
IMG_20260220_235926_jpg.rf.b3b049a6944277a772db2f01bd3149b6.jpg,garpu_aug_0053.jpg
IMG_20260220_235926_jpg.rf.bd78c0c1c166a75db3a29bfefbafb384.jpg,garpu_aug_0054.jpg
IMG_20260220_235930_jpg.rf.09ad0e4aea2b62c36e26cadd96e499a8.jpg,garpu_aug_0055.jpg
IMG_20260220_235930_jpg.rf.3384d5cf19eb1efac07ff7f975f615f1.jpg,garpu_aug_0056.jpg
IMG_20260220_235930_jpg.rf.3a0b585f951f3551a8c1d999d3c260c0.jpg,garpu_aug_0057.jpg
IMG_20260220_235935_jpg.rf.1494d00daeb4213adc151ed9fc2126a5.jpg,garpu_aug_0058.jpg
IMG_20260220_235935_jpg.rf.266165225ca1ae4c9fc439b9c5d27c0e.jpg,garpu_aug_0059.jpg
IMG_20260220_235935_jpg.rf.9f2f130c757e41b44717a76faf1d1e56.jpg,garpu_aug_0060.jpg
IMG_20260221_000036_jpg.rf.6668be2ecda5ed96e2036912c8f06eea.jpg,garpu_aug_0061.jpg
IMG_20260221_000036_jpg.rf.866485c3adcaefcc9510eb8da4be4084.jpg,garpu_aug_0062.jpg
IMG_20260221_000036_jpg.rf.ac0b43d424fe513eeddf07e7442ae0c5.jpg,garpu_aug_0063.jpg
IMG_20260221_000042_jpg.rf.6003641024f7ba066e52ebf982cc9d04.jpg,garpu_aug_0064.jpg
IMG_20260221_000042_jpg.rf.9fb0fe62458d552d1386e4afc6d74ada.jpg,garpu_aug_0065.jpg
IMG_20260221_000042_jpg.rf.b2535c00b6811ee49608f92564ab1ff6.jpg,garpu_aug_0066.jpg
IMG_20260221_000059_jpg.rf.3aadc843a85d9e2ecac2de312d7a9ac1.jpg,garpu_aug_0067.jpg
IMG_20260221_000059_jpg.rf.ad7ff924e50f5f60fcb3acb9bf26696f.jpg,garpu_aug_0068.jpg
IMG_20260221_000059_jpg.rf.d3a1da88137f7d54e0f0e7212122307b.jpg,garpu_aug_0069.jpg
IMG_20260221_000105_jpg.rf.246a2da0774c443537104a8c474429e0.jpg,garpu_aug_0070.jpg
IMG_20260221_000105_jpg.rf.36ea34da529170242081d0e439ecba86.jpg,garpu_aug_0071.jpg
IMG_20260221_000105_jpg.rf.e8a643ae799237eef031a687f63780e7.jpg,garpu_aug_0072.jpg
IMG_20260221_000137_jpg.rf.2bb74970cff7681879beb128b5f36aa8.jpg,garpu_aug_0073.jpg
IMG_20260221_000137_jpg.rf.67c6f61287153ee6f567d18ec1081d46.jpg,garpu_aug_0074.jpg
IMG_20260221_000137_jpg.rf.87383225368301ce7dbc7b30e174cbb2.jpg,garpu_aug_0075.jpg
IMG_20260221_000147_jpg.rf.3dc1d74c46127ee30af433d3dd8365e3.jpg,garpu_aug_0076.jpg
IMG_20260221_000147_jpg.rf.409a22686257ff36edb36e60af9da9ff.jpg,garpu_aug_0077.jpg
IMG_20260221_000147_jpg.rf.aa2f22f0aa6705244f40efd6982c7a41.jpg,garpu_aug_0078.jpg
IMG_20260221_000153_jpg.rf.0ca3366c208740c6a2339766426832a6.jpg,garpu_aug_0079.jpg
IMG_20260221_000153_jpg.rf.3766dd965f5d097d0f3e84a170b020f2.jpg,garpu_aug_0080.jpg
IMG_20260221_000153_jpg.rf.fa0921931dbdf1469a2d324b8d7683cd.jpg,garpu_aug_0081.jpg
IMG_20260221_000255_jpg.rf.074eb44a18afad77a1087ffcbdf8fbd3.jpg,garpu_aug_0082.jpg
IMG_20260221_000255_jpg.rf.0b1f39dcb32ccc217e3f57eafc30387e.jpg,garpu_aug_0083.jpg
IMG_20260221_000255_jpg.rf.2efd5743de090e60be514c0a83f10999.jpg,garpu_aug_0084.jpg
IMG_20260221_000300_jpg.rf.00b3e7b6477f4462397b0bbc4700a13c.jpg,garpu_aug_0085.jpg
IMG_20260221_000300_jpg.rf.68178fd5ebd69d1f1095f181c8562c82.jpg,garpu_aug_0086.jpg
IMG_20260221_000300_jpg.rf.80a1eb9d8e0c9529a18661fe24717498.jpg,garpu_aug_0087.jpg
IMG_20260221_000312_jpg.rf.941a8b51546adc6a3533659b51ac4ca8.jpg,garpu_aug_0088.jpg
IMG_20260221_000312_jpg.rf.95389fd64f56276bceab9db12bcc84c7.jpg,garpu_aug_0089.jpg
IMG_20260221_000312_jpg.rf.c5664505550a5d8c4c6859b556c69c08.jpg,garpu_aug_0090.jpg
IMG_20260221_000320_jpg.rf.59cfce03fb2c8ecb52f99880c2ca1ac5.jpg,garpu_aug_0091.jpg
IMG_20260221_000320_jpg.rf.6d0dbf147d6bbd5711ea1a449c52ba63.jpg,garpu_aug_0092.jpg
IMG_20260221_000320_jpg.rf.a061ba379d387b5f50644391ef26b572.jpg,garpu_aug_0093.jpg
IMG_20260221_000326_jpg.rf.333b77a05d120826be13c0caa72dca12.jpg,garpu_aug_0094.jpg
IMG_20260221_000326_jpg.rf.39fe1e383607a58841d7fd31d718350a.jpg,garpu_aug_0095.jpg
IMG_20260221_000326_jpg.rf.3cd127c7d57f297fee79bb928b175e86.jpg,garpu_aug_0096.jpg
IMG_20260221_000331_jpg.rf.1fba0ef700b3cc153946aa50357b6af8.jpg,garpu_aug_0097.jpg
IMG_20260221_000331_jpg.rf.a5a849d3c0e36c2b5941b701220b11d1.jpg,garpu_aug_0098.jpg
IMG_20260221_000331_jpg.rf.d5abbb114e25da7d8d01ae57ebab3383.jpg,garpu_aug_0099.jpg
